11	10
-10	0	-10	0	-10	0	-10	0	-10	0	-10	0	-10	0	7	1	8	6	9	84	
-10	0	-10	0	-10	0	-10	0	-10	0	5	45	8	91	6	74	7	29	9	87	
-10	0	-10	0	-10	0	-10	0	-10	0	4	26	6	91	7	52	9	60	8	30	
-10	0	-10	0	-10	0	-10	0	-10	0	-5	9	2	33	9	20	7	59	8	98	
-10	0	-10	0	-10	0	3	6	4	55	7	48	2	5	8	36	9	47	6	36	
-10	0	-10	0	-10	0	-10	0	-10	0	-10	0	-10	0	-10	0	-10	0	-5	7	
-10	0	-10	0	-10	0	1	14	4	34	7	14	5	7	6	76	8	57	9	76	
-10	0	-10	0	-10	0	-10	0	-10	0	-5	45	9	84	6	58	7	81	8	96	
-10	0	-10	0	-10	0	0	16	7	13	5	96	3	40	9	64	6	32	8	45	
-10	0	-10	0	-10	0	-10	0	-10	0	1	85	4	34	7	95	9	51	5	47	
7	79	3	90	6	36	2	8	5	8	0	46	8	57	9	64	1	65	4	65	
