18	10
-10	0	-10	0	-10	0	-10	0	-10	0	-10	0	0	53	8	52	1	21	7	26	
-10	0	-10	0	-10	0	-10	0	-10	0	-10	0	-10	0	-10	0	-4	55	7	66	
-10	0	-10	0	-10	0	-10	0	-10	0	-10	0	8	7	5	37	2	64	7	43	
-10	0	-10	0	-10	0	-10	0	-10	0	-10	0	-10	0	6	30	9	83	0	93	
-10	0	-10	0	-10	0	-10	0	-10	0	-10	0	-10	0	-6	75	1	49	5	25	
-10	0	-10	0	-10	0	-10	0	-10	0	-10	0	-10	0	4	21	0	95	3	76	
-10	0	-10	0	-10	0	-10	0	-10	0	-10	0	-10	0	-10	0	2	4	1	91	
-10	0	-10	0	-10	0	-10	0	-10	0	-10	0	-10	0	-10	0	9	42	8	14	
-10	0	-10	0	-10	0	-10	0	-10	0	-10	0	-8	66	6	89	9	42	4	33	
-10	0	-10	0	-10	0	-10	0	-10	0	-10	0	-10	0	-10	0	-10	0	-4	96	
-10	0	-10	0	-10	0	-10	0	-10	0	-10	0	5	21	3	87	7	32	6	18	
-10	0	-10	0	-10	0	-10	0	-10	0	-10	0	-10	0	-10	0	-8	90	7	86	
-10	0	-10	0	-10	0	-10	0	-10	0	-10	0	-10	0	-10	0	1	46	2	17	
-10	0	-10	0	-10	0	-10	0	-10	0	-10	0	-10	0	-10	0	-10	0	7	61	
-10	0	-10	0	-10	0	-10	0	-10	0	-10	0	-10	0	-10	0	-10	0	0	75	
3	15	4	68	6	89	1	68	2	46	5	17	9	97	0	56	7	7	8	39	
9	65	2	70	5	26	3	50	7	87	0	58	8	50	4	13	6	67	1	89	
2	51	9	29	1	52	8	71	3	34	4	31	7	74	5	75	6	5	0	18	
