26	15
-15	0	-15	0	-15	0	-15	0	-15	0	-15	0	-15	0	-15	0	-15	0	5	4	11	18	14	16	13	39	10	19	12	26	
-15	0	-15	0	-15	0	-15	0	-15	0	-15	0	-15	0	-15	0	-15	0	-15	0	-15	0	8	12	14	20	9	26	4	28	
-15	0	-15	0	-15	0	-15	0	-15	0	-15	0	-15	0	-15	0	-15	0	-15	0	-5	16	11	29	8	16	4	22	14	22	
-15	0	-15	0	-15	0	-15	0	-15	0	-15	0	-15	0	-15	0	-15	0	-15	0	-15	0	2	29	3	13	8	20	13	18	
-15	0	-15	0	-15	0	-15	0	-15	0	-15	0	-15	0	-15	0	-15	0	10	29	2	24	0	24	14	28	12	15	4	18	
-15	0	-15	0	-15	0	-15	0	-15	0	-15	0	-15	0	-15	0	-15	0	-15	0	-15	0	9	21	13	38	12	13	0	25	
-15	0	-15	0	-15	0	-15	0	-15	0	-15	0	-15	0	-15	0	-15	0	-15	0	-15	0	-11	17	1	29	0	17	7	33	
-15	0	-15	0	-15	0	-15	0	-15	0	-15	0	-15	0	-15	0	-15	0	-15	0	-15	0	-15	0	11	12	7	22	0	13	
-15	0	-15	0	-15	0	-15	0	-15	0	-15	0	-15	0	-15	0	-15	0	-15	0	-15	0	-10	13	7	28	12	28	1	32	
-15	0	-15	0	-15	0	-15	0	-15	0	-15	0	-15	0	-15	0	-15	0	-15	0	-15	0	-10	15	2	28	9	26	6	33	
-15	0	-15	0	-15	0	-15	0	-15	0	-15	0	-15	0	-15	0	-15	0	-15	0	-15	0	-15	0	-15	0	-2	39	0	36	
-15	0	-15	0	-15	0	-15	0	-15	0	-15	0	-15	0	-15	0	-15	0	-15	0	-15	0	-15	0	3	6	12	17	6	15	
-15	0	-15	0	-15	0	-15	0	-15	0	-15	0	-15	0	-15	0	-15	0	-15	0	14	21	1	36	4	15	9	32	10	16	
-15	0	-15	0	-15	0	-15	0	-15	0	-15	0	-15	0	-15	0	-15	0	-15	0	-15	0	-15	0	-15	0	-9	33	3	27	
-15	0	-15	0	-15	0	-15	0	-15	0	-15	0	-15	0	-15	0	-15	0	-15	0	4	1	13	40	10	12	6	23	7	27	
-15	0	-15	0	-15	0	-15	0	-15	0	-15	0	-15	0	-15	0	-15	0	-15	0	-15	0	1	18	11	13	6	33	12	13	
-15	0	-15	0	-15	0	-15	0	-15	0	-15	0	-15	0	-15	0	-15	0	-15	0	-15	0	-15	0	-15	0	-13	27	0	21	
-15	0	-15	0	-15	0	-15	0	-15	0	-15	0	-15	0	-15	0	-15	0	-15	0	-15	0	-15	0	13	6	4	13	6	26	
-15	0	-15	0	-15	0	-15	0	-15	0	-15	0	-15	0	-15	0	-15	0	-15	0	-15	0	-15	0	-15	0	-15	0	-15	0	
-15	0	-15	0	-15	0	-15	0	-15	0	-15	0	-15	0	-15	0	-15	0	-15	0	-14	14	4	29	6	28	2	22	10	17	
8	22	2	23	5	7	10	30	9	1	3	3	7	20	12	1	13	30	0	23	14	25	11	15	1	24	6	8	4	10	
6	14	4	6	14	5	1	11	5	23	12	29	7	16	0	24	3	9	10	26	8	38	9	7	13	36	2	26	11	7	
12	19	2	30	6	7	7	27	4	1	9	28	11	13	1	21	0	6	8	3	13	3	10	34	5	27	3	22	14	32	
8	35	10	13	13	15	3	15	9	38	6	38	1	38	5	9	14	8	12	16	0	27	4	31	7	3	11	10	2	13	
3	22	0	25	10	6	2	19	12	22	6	12	1	5	13	23	14	16	9	26	4	38	8	16	7	16	11	25	5	13	
1	28	2	36	7	35	6	9	9	12	12	7	8	27	5	15	0	17	11	16	3	10	4	15	14	2	13	36	10	8	
