16	10
-10	0	-10	0	-10	0	-10	0	-10	0	-10	0	-10	0	7	1	8	6	9	84	
-10	0	-10	0	-10	0	-10	0	-10	0	5	45	8	91	6	74	7	29	9	87	
-10	0	-10	0	-10	0	-10	0	-10	0	4	26	6	91	7	52	9	60	8	30	
-10	0	-10	0	-10	0	-10	0	-10	0	-5	9	2	33	9	20	7	59	8	98	
-10	0	-10	0	-10	0	3	6	4	55	7	48	2	5	8	36	9	47	6	36	
-10	0	-10	0	-10	0	-10	0	-10	0	-10	0	-10	0	-10	0	-10	0	-5	7	
-10	0	-10	0	-10	0	1	14	4	34	7	14	5	7	6	76	8	57	9	76	
-10	0	-10	0	-10	0	-10	0	-10	0	-5	45	9	84	6	58	7	81	8	96	
-10	0	-10	0	-10	0	0	16	7	13	5	96	3	40	9	64	6	32	8	45	
-10	0	-10	0	-10	0	-10	0	-10	0	1	85	4	34	7	95	9	51	5	47	
5	83	2	37	4	16	3	50	9	16	7	30	1	51	6	2	8	90	0	76	
6	77	1	85	5	78	4	97	9	95	3	69	7	15	8	39	0	25	2	6	
7	76	9	36	2	8	1	53	5	21	3	28	8	53	6	24	4	73	0	9	
0	62	8	91	4	76	1	96	6	41	7	19	3	15	9	3	2	73	5	90	
8	40	0	83	1	19	2	78	7	69	4	83	5	46	3	44	9	81	6	49	
9	35	8	47	2	61	0	54	6	23	4	8	5	14	3	63	7	7	1	76	
