26	10
-10	0	-10	0	-10	0	-10	0	-10	0	-10	0	-10	0	-10	0	0	53	3	55	
-10	0	-10	0	-10	0	-10	0	-10	0	-10	0	-6	77	7	66	2	31	1	42	
-10	0	-10	0	-10	0	-10	0	-10	0	-10	0	-10	0	-10	0	9	79	8	62	
-10	0	-10	0	-10	0	-10	0	-10	0	-10	0	-10	0	6	37	9	83	4	60	
-10	0	-10	0	-10	0	-10	0	-10	0	-10	0	-10	0	0	41	7	43	4	96	
-10	0	-10	0	-10	0	-10	0	-10	0	-10	0	-10	0	3	56	7	95	6	9	
-10	0	-10	0	-10	0	-10	0	-10	0	-10	0	-10	0	-10	0	-8	50	7	27	
-10	0	-10	0	-10	0	-10	0	-10	0	-10	0	-10	0	0	87	1	45	2	39	
-10	0	-10	0	-10	0	-10	0	-10	0	-10	0	-10	0	-6	89	4	33	7	8	
-10	0	-10	0	-10	0	-10	0	-10	0	-10	0	-10	0	-10	0	-10	0	0	69	
-10	0	-10	0	-10	0	-10	0	-10	0	-10	0	-10	0	-10	0	1	6	0	20	
-10	0	-10	0	-10	0	-10	0	-10	0	-10	0	-10	0	-10	0	4	7	0	58	
-10	0	-10	0	-10	0	-10	0	-10	0	-10	0	-10	0	-10	0	9	48	5	27	
-10	0	-10	0	-10	0	-10	0	-10	0	-10	0	-10	0	-10	0	-10	0	9	80	
-10	0	-10	0	-10	0	-10	0	-10	0	-10	0	-10	0	-10	0	-10	0	-1	41	
-10	0	-10	0	-10	0	-10	0	-10	0	-10	0	-8	79	1	71	6	60	9	22	
-10	0	-10	0	-10	0	-10	0	-10	0	-10	0	-10	0	-10	0	2	24	9	51	
-10	0	-10	0	-10	0	-10	0	-10	0	-10	0	-10	0	-10	0	5	8	4	97	
-10	0	-10	0	-10	0	-10	0	-10	0	-10	0	7	53	8	32	1	39	5	20	
-10	0	-10	0	-10	0	-10	0	-10	0	-10	0	8	6	2	90	6	67	4	20	
6	88	2	68	3	42	7	94	8	46	1	36	0	66	9	14	4	57	5	74	
3	75	2	96	8	82	1	42	6	44	7	80	0	32	5	26	4	92	9	97	
6	20	8	63	5	93	0	38	1	62	9	2	7	66	2	96	4	61	3	93	
9	38	3	45	4	4	8	87	2	70	6	32	5	74	1	22	0	32	7	29	
5	46	2	2	9	24	6	25	4	20	8	38	7	26	3	97	0	95	1	23	
6	74	4	31	2	36	8	50	1	19	9	88	5	8	3	47	7	82	0	20	
