23	10
-10	0	-10	0	-10	0	-10	0	-10	0	-10	0	-10	0	-4	21	0	53	3	55	
-10	0	-10	0	-10	0	-10	0	0	12	8	77	6	77	7	66	2	31	1	42	
-10	0	-10	0	-10	0	-10	0	-10	0	-10	0	0	83	3	34	9	79	8	62	
-10	0	-10	0	-10	0	-10	0	2	9	7	38	8	24	6	41	9	83	4	60	
-10	0	-10	0	-10	0	-10	0	-10	0	-10	0	8	59	0	44	7	43	4	96	
-10	0	-10	0	-10	0	-2	35	9	10	8	35	5	28	3	76	7	95	6	9	
-10	0	-10	0	-10	0	-10	0	-10	0	-3	16	2	59	1	91	8	50	7	27	
-10	0	-10	0	-10	0	-10	0	-10	0	6	54	3	41	0	87	1	45	2	39	
-10	0	-10	0	-10	0	-10	0	-10	0	-10	0	-5	33	6	89	4	33	7	8	
-10	0	-10	0	-10	0	-10	0	-10	0	-10	0	1	54	9	81	7	45	0	69	
-10	0	-10	0	-10	0	-10	0	-10	0	-10	0	-5	76	6	18	1	31	0	20	
-10	0	-10	0	-10	0	-10	0	-10	0	3	21	6	76	9	97	4	45	0	58	
-10	0	-10	0	-10	0	-10	0	-10	0	-10	0	7	35	0	42	9	48	5	27	
-10	0	-10	0	-10	0	-10	0	-10	0	-10	0	-4	94	6	63	1	12	9	80	
-10	0	-10	0	-10	0	-10	0	-10	0	-2	50	5	14	3	55	7	18	1	41	
-10	0	-10	0	-10	0	-10	0	-10	0	4	55	8	79	1	71	6	60	9	22	
-10	0	-10	0	-10	0	-10	0	-10	0	5	49	6	34	0	33	2	69	9	51	
-10	0	-10	0	-10	0	0	55	8	66	6	15	3	29	9	38	5	8	4	97	
-10	0	-10	0	-10	0	-10	0	0	57	6	21	7	57	8	32	1	39	5	20	
-10	0	-10	0	-10	0	-3	61	9	15	7	70	8	30	2	90	6	67	4	20	
6	88	2	68	3	42	7	94	8	46	1	36	0	66	9	14	4	57	5	74	
3	75	2	96	8	82	1	42	6	44	7	80	0	32	5	26	4	92	9	97	
6	20	8	63	5	93	0	38	1	62	9	2	7	66	2	96	4	61	3	93	
