21	15
-15	0	-15	0	-15	0	-15	0	-15	0	-15	0	-15	0	-15	0	-15	0	-5	31	11	18	14	16	13	39	10	19	12	26	
-15	0	-15	0	-15	0	-15	0	-15	0	-15	0	-15	0	-15	0	-5	26	7	15	0	11	8	23	14	20	9	26	4	28	
-15	0	-15	0	-15	0	-15	0	-15	0	-15	0	-15	0	-15	0	9	10	1	14	5	16	11	29	8	16	4	22	14	22	
-15	0	-15	0	-15	0	-15	0	-15	0	-15	0	0	26	5	21	11	29	10	24	14	25	2	29	3	13	8	20	13	18	
-15	0	-15	0	-15	0	-15	0	-15	0	-5	18	8	24	9	23	3	24	10	34	2	24	0	24	14	28	12	15	4	18	
-15	0	-15	0	-15	0	-15	0	-15	0	-15	0	5	20	10	36	3	23	2	26	4	15	9	28	13	38	12	13	0	25	
-15	0	-15	0	-15	0	-15	0	-15	0	-15	0	2	39	9	13	14	12	5	36	10	21	11	17	1	29	0	17	7	33	
-15	0	-15	0	-15	0	-15	0	-15	0	-15	0	-15	0	-15	0	-15	0	-15	0	1	35	12	12	11	37	7	22	0	13	
-15	0	-15	0	-15	0	-15	0	-15	0	-15	0	-15	0	-15	0	14	1	6	16	2	21	10	13	7	28	12	28	1	32	
-15	0	-15	0	-15	0	-15	0	-15	0	-15	0	-15	0	-15	0	-8	30	11	31	4	15	10	15	2	28	9	26	6	33	
-15	0	-15	0	-15	0	-15	0	-15	0	-15	0	-15	0	4	16	3	27	9	25	13	31	11	14	6	25	2	39	0	36	
-15	0	-15	0	-15	0	-15	0	-15	0	-15	0	-15	0	-15	0	-15	0	7	1	10	18	1	18	3	11	12	17	6	15	
-15	0	-15	0	-15	0	-15	0	-15	0	-15	0	0	38	6	20	7	19	11	12	14	22	1	36	4	15	9	32	10	16	
-15	0	-15	0	-15	0	-15	0	-15	0	-15	0	-15	0	-15	0	-15	0	-7	28	11	21	2	21	13	20	9	33	3	27	
-15	0	-15	0	-15	0	-15	0	-15	0	-15	0	-15	0	-5	14	1	34	8	33	4	23	13	40	10	12	6	23	7	27	
-15	0	-15	0	-15	0	-15	0	-15	0	-15	0	8	12	13	24	10	23	3	36	2	29	1	18	11	13	6	33	12	13	
-15	0	-15	0	-15	0	-15	0	-15	0	-15	0	-15	0	-15	0	11	8	4	12	10	33	14	19	9	16	13	27	0	21	
-15	0	-15	0	-15	0	-15	0	-15	0	-15	0	-15	0	-15	0	-14	31	3	31	7	32	9	20	13	29	4	13	6	26	
-15	0	-15	0	-15	0	-15	0	-15	0	-15	0	-15	0	-15	0	-15	0	-15	0	12	10	6	17	8	30	4	38	0	13	
-15	0	-15	0	-15	0	-15	0	-15	0	-15	0	-11	22	13	36	0	16	7	11	14	14	4	29	6	28	2	22	10	17	
8	22	2	23	5	7	10	30	9	1	3	3	7	20	12	1	13	30	0	23	14	25	11	15	1	24	6	8	4	10	
